시도,시군구,읍면동,자격,연령구간,가구수,수급권자수
서울특별시,은평구,녹번동,차상위장애인,18세미만,0,2
서울특별시,은평구,녹번동,차상위장애인,18~64세,19,19
서울특별시,은평구,녹번동,차상위장애인,65세이상,46,46
서울특별시,은평구,녹번동,차상위자활,18~64세,2,2
서울특별시,은평구,녹번동,차상위본인부담경감대상자,18세미만,0,58
서울특별시,은평구,녹번동,차상위본인부담경감대상자,18~64세,75,61
서울특별시,은평구,녹번동,차상위본인부담경감대상자,65세이상,76,74
서울특별시,은평구,녹번동,청소년한부모모자가족,18세미만,0,2
서울특별시,은평구,녹번동,청소년한부모모자가족,18~64세,2,2
서울특별시,은평구,녹번동,차상위계층 확인,18~64세,25,46
서울특별시,은평구,녹번동,차상위계층 확인,65세이상,28,27
서울특별시,은평구,불광1동,모자가족,18세미만,0,78
서울특별시,은평구,불광1동,모자가족,18~64세,86,127
서울특별시,은평구,불광1동,조손가족,18세미만,0,1
서울특별시,은평구,불광1동,조손가족,65세이상,1,1
서울특별시,은평구,불광1동,부자가족,18세미만,0,15
서울특별시,은평구,불광1동,부자가족,18~64세,14,19
서울특별시,은평구,불광1동,부자가족,65세이상,1,1
서울특별시,은평구,불광1동,차상위장애인,18세미만,0,2
서울특별시,은평구,불광1동,차상위장애인,18~64세,37,39
서울특별시,은평구,불광1동,차상위장애인,65세이상,54,58
서울특별시,은평구,불광1동,차상위자활,18~64세,7,7
서울특별시,은평구,불광1동,차상위자활,65세이상,1,2
서울특별시,은평구,불광1동,차상위본인부담경감대상자,18세미만,0,44
서울특별시,은평구,불광1동,차상위본인부담경감대상자,18~64세,82,62
서울특별시,은평구,불광1동,차상위본인부담경감대상자,65세이상,87,98
서울특별시,은평구,불광1동,차상위계층 확인,18세미만,0,6
서울특별시,은평구,불광1동,차상위계층 확인,18~64세,38,68
서울특별시,은평구,불광1동,차상위계층 확인,65세이상,29,35
서울특별시,은평구,불광2동,모자가족,18세미만,1,110
서울특별시,은평구,불광2동,모자가족,18~64세,121,173
서울특별시,은평구,불광2동,조손가족,18세미만,0,3
서울특별시,은평구,불광2동,조손가족,65세이상,2,2
서울특별시,은평구,불광2동,부자가족,18세미만,0,31
서울특별시,은평구,불광2동,부자가족,18~64세,30,37
서울특별시,은평구,불광2동,차상위장애인,18세미만,0,6
서울특별시,은평구,불광2동,차상위장애인,18~64세,34,30
서울특별시,은평구,불광2동,차상위장애인,65세이상,58,60
서울특별시,은평구,불광2동,차상위자활,18~64세,1,1
서울특별시,은평구,불광2동,차상위본인부담경감대상자,18세미만,1,93
서울특별시,은평구,불광2동,차상위본인부담경감대상자,18~64세,118,79
서울특별시,은평구,불광2동,차상위본인부담경감대상자,65세이상,118,135
서울특별시,은평구,불광2동,청소년한부모모자가족,18세미만,0,3
서울특별시,은평구,불광2동,청소년한부모모자가족,18~64세,2,2
서울특별시,은평구,불광2동,차상위계층 확인,18세미만,0,1
서울특별시,은평구,불광2동,차상위계층 확인,18~64세,40,88
서울특별시,은평구,불광2동,차상위계층 확인,65세이상,37,40
서울특별시,은평구,갈현1동,모자가족,18세미만,0,80
서울특별시,은평구,갈현1동,모자가족,18~64세,98,140
서울특별시,은평구,갈현1동,부자가족,18세미만,0,14
서울특별시,은평구,갈현1동,부자가족,18~64세,22,36
서울특별시,은평구,갈현1동,차상위장애인,18세미만,0,2
서울특별시,은평구,갈현1동,차상위장애인,18~64세,22,20
서울특별시,은평구,갈현1동,차상위장애인,65세이상,41,44
서울특별시,은평구,갈현1동,차상위자활,18~64세,8,9
서울특별시,은평구,갈현1동,차상위자활,65세이상,2,1
서울특별시,은평구,갈현1동,차상위본인부담경감대상자,18세미만,0,65
서울특별시,은평구,갈현1동,차상위본인부담경감대상자,18~64세,98,72
서울특별시,은평구,갈현1동,차상위본인부담경감대상자,65세이상,79,83
서울특별시,은평구,갈현1동,청소년한부모모자가족,18세미만,0,2
서울특별시,은평구,갈현1동,청소년한부모모자가족,18~64세,2,2
서울특별시,은평구,갈현1동,청소년한부모부자가족,18세미만,0,1
서울특별시,은평구,갈현1동,청소년한부모부자가족,18~64세,1,1
서울특별시,은평구,갈현1동,차상위계층 확인,18세미만,0,2
서울특별시,은평구,갈현1동,차상위계층 확인,18~64세,30,61
서울특별시,은평구,갈현1동,차상위계층 확인,65세이상,29,33
서울특별시,은평구,갈현2동,모자가족,18세미만,2,114
서울특별시,은평구,갈현2동,모자가족,18~64세,120,182
서울특별시,은평구,갈현2동,부자가족,18세미만,0,23
서울특별시,은평구,갈현2동,부자가족,18~64세,20,27
서울특별시,은평구,갈현2동,부자가족,65세이상,1,1
서울특별시,은평구,갈현2동,차상위장애인,18세미만,0,4
서울특별시,은평구,갈현2동,차상위장애인,18~64세,22,20
서울특별시,은평구,갈현2동,차상위장애인,65세이상,30,30
서울특별시,은평구,갈현2동,차상위본인부담경감대상자,18세미만,0,66
서울특별시,은평구,갈현2동,차상위본인부담경감대상자,18~64세,91,71
서울특별시,은평구,갈현2동,차상위본인부담경감대상자,65세이상,66,73
서울특별시,은평구,갈현2동,청소년한부모모자가족,18세미만,0,3
서울특별시,은평구,갈현2동,청소년한부모모자가족,18~64세,3,3
서울특별시,은평구,갈현2동,차상위계층 확인,18세미만,0,5
서울특별시,은평구,갈현2동,차상위계층 확인,18~64세,57,110
서울특별시,은평구,갈현2동,차상위계층 확인,65세이상,20,29
서울특별시,은평구,구산동,모자가족,18세미만,0,147
서울특별시,은평구,구산동,모자가족,18~64세,134,181
서울특별시,은평구,구산동,조손가족,18세미만,0,2
서울특별시,은평구,구산동,조손가족,18~64세,1,1
서울특별시,은평구,구산동,조손가족,65세이상,1,1
서울특별시,은평구,구산동,부자가족,18세미만,1,39
서울특별시,은평구,구산동,부자가족,18~64세,29,40
서울특별시,은평구,구산동,부자가족,65세이상,1,1
서울특별시,은평구,구산동,차상위장애인,18세미만,0,2
서울특별시,은평구,구산동,차상위장애인,18~64세,25,27
서울특별시,은평구,구산동,차상위장애인,65세이상,47,48
서울특별시,은평구,구산동,차상위본인부담경감대상자,18세미만,1,54
서울특별시,은평구,구산동,차상위본인부담경감대상자,18~64세,82,49
서울특별시,은평구,구산동,차상위본인부담경감대상자,65세이상,56,71
서울특별시,은평구,구산동,청소년한부모모자가족,18세미만,0,3
서울특별시,은평구,구산동,청소년한부모모자가족,18~64세,3,3
서울특별시,은평구,구산동,차상위계층 확인,18세미만,0,4
서울특별시,은평구,구산동,차상위계층 확인,18~64세,45,88
서울특별시,은평구,구산동,차상위계층 확인,65세이상,32,35
서울특별시,은평구,대조동,모자가족,18세미만,0,92
서울특별시,은평구,대조동,모자가족,18~64세,85,108
서울특별시,은평구,대조동,부자가족,18세미만,1,12
서울특별시,은평구,대조동,부자가족,18~64세,15,21
서울특별시,은평구,대조동,차상위장애인,18세미만,0,1
서울특별시,은평구,대조동,차상위장애인,18~64세,24,24
서울특별시,은평구,대조동,차상위장애인,65세이상,48,49
서울특별시,은평구,대조동,차상위자활,65세이상,1,1
서울특별시,은평구,대조동,차상위본인부담경감대상자,18세미만,0,58
서울특별시,은평구,대조동,차상위본인부담경감대상자,18~64세,90,64
서울특별시,은평구,대조동,차상위본인부담경감대상자,65세이상,70,81
서울특별시,은평구,대조동,청소년한부모모자가족,18세미만,0,1
서울특별시,은평구,대조동,청소년한부모모자가족,18~64세,1,1
서울특별시,은평구,대조동,차상위계층 확인,18세미만,0,5
서울특별시,은평구,대조동,차상위계층 확인,18~64세,37,78
서울특별시,은평구,대조동,차상위계층 확인,65세이상,21,22
서울특별시,은평구,응암1동,모자가족,18세미만,0,107
서울특별시,은평구,응암1동,모자가족,18~64세,82,101
서울특별시,은평구,응암1동,부자가족,18세미만,0,18
서울특별시,은평구,응암1동,부자가족,18~64세,16,19
서울특별시,은평구,응암1동,차상위장애인,18세미만,0,1
서울특별시,은평구,응암1동,차상위장애인,18~64세,22,25
서울특별시,은평구,응암1동,차상위장애인,65세이상,42,41
서울특별시,은평구,응암1동,차상위자활,18~64세,3,4
서울특별시,은평구,응암1동,차상위자활,65세이상,1,0
서울특별시,은평구,응암1동,차상위본인부담경감대상자,18세미만,0,65
서울특별시,은평구,응암1동,차상위본인부담경감대상자,18~64세,74,40
서울특별시,은평구,응암1동,차상위본인부담경감대상자,65세이상,38,46
서울특별시,은평구,응암1동,청소년한부모부자가족,18~64세,1,1
서울특별시,은평구,응암1동,차상위계층 확인,18세미만,0,6
서울특별시,은평구,응암1동,차상위계층 확인,18~64세,32,73
서울특별시,은평구,응암1동,차상위계층 확인,65세이상,17,22
서울특별시,은평구,응암2동,모자가족,18세미만,0,73
서울특별시,은평구,응암2동,모자가족,18~64세,61,78
서울특별시,은평구,응암2동,조손가족,18세미만,0,1
서울특별시,은평구,응암2동,조손가족,18~64세,1,2
서울특별시,은평구,응암2동,조손가족,65세이상,1,1
서울특별시,은평구,응암2동,부자가족,18세미만,0,15
서울특별시,은평구,응암2동,부자가족,18~64세,16,26
서울특별시,은평구,응암2동,부자가족,65세이상,1,1
서울특별시,은평구,응암2동,차상위장애인,18세미만,0,3
서울특별시,은평구,응암2동,차상위장애인,18~64세,14,12
서울특별시,은평구,응암2동,차상위장애인,65세이상,31,30
서울특별시,은평구,응암2동,차상위자활,18~64세,2,2
서울특별시,은평구,응암2동,차상위자활,65세이상,1,1
서울특별시,은평구,응암2동,차상위본인부담경감대상자,18세미만,0,52
서울특별시,은평구,응암2동,차상위본인부담경감대상자,18~64세,58,30
서울특별시,은평구,응암2동,차상위본인부담경감대상자,65세이상,44,59
서울특별시,은평구,응암2동,청소년한부모모자가족,18세미만,0,2
서울특별시,은평구,응암2동,청소년한부모모자가족,18~64세,2,2
서울특별시,은평구,응암2동,차상위계층 확인,18~64세,14,24
서울특별시,은평구,응암2동,차상위계층 확인,65세이상,12,15
서울특별시,은평구,응암3동,모자가족,18세미만,1,83
서울특별시,은평구,응암3동,모자가족,18~64세,99,152
서울특별시,은평구,응암3동,조손가족,18세미만,0,1
서울특별시,은평구,응암3동,조손가족,65세이상,1,1
서울특별시,은평구,응암3동,부자가족,18세미만,0,27
서울특별시,은평구,응암3동,부자가족,18~64세,24,34
서울특별시,은평구,응암3동,차상위장애인,18세미만,0,4
서울특별시,은평구,응암3동,차상위장애인,18~64세,29,28
서울특별시,은평구,응암3동,차상위장애인,65세이상,56,59
서울특별시,은평구,응암3동,차상위자활,18~64세,5,5
서울특별시,은평구,응암3동,차상위자활,65세이상,1,1
서울특별시,은평구,응암3동,차상위본인부담경감대상자,18세미만,0,77
서울특별시,은평구,응암3동,차상위본인부담경감대상자,18~64세,97,62
서울특별시,은평구,응암3동,차상위본인부담경감대상자,65세이상,107,123
서울특별시,은평구,응암3동,청소년한부모모자가족,18세미만,0,1
서울특별시,은평구,응암3동,청소년한부모모자가족,18~64세,1,1
서울특별시,은평구,응암3동,차상위계층 확인,18세미만,0,1
서울특별시,은평구,응암3동,차상위계층 확인,18~64세,43,83
서울특별시,은평구,응암3동,차상위계층 확인,65세이상,30,34
서울특별시,은평구,역촌동,모자가족,18세미만,0,174
서울특별시,은평구,역촌동,모자가족,18~64세,175,237
서울특별시,은평구,역촌동,부자가족,18세미만,1,26
서울특별시,은평구,역촌동,부자가족,18~64세,25,33
서울특별시,은평구,역촌동,차상위장애인,18세미만,0,8
서울특별시,은평구,역촌동,차상위장애인,18~64세,41,31
서울특별시,은평구,역촌동,차상위장애인,65세이상,51,56
서울특별시,은평구,역촌동,차상위자활,18~64세,1,0
서울특별시,은평구,역촌동,차상위자활,65세이상,0,1
서울특별시,은평구,역촌동,차상위본인부담경감대상자,18세미만,0,129
서울특별시,은평구,역촌동,차상위본인부담경감대상자,18~64세,164,95
서울특별시,은평구,역촌동,차상위본인부담경감대상자,65세이상,140,166
서울특별시,은평구,역촌동,청소년한부모모자가족,18세미만,0,2
서울특별시,은평구,역촌동,청소년한부모모자가족,18~64세,2,2
서울특별시,은평구,역촌동,차상위계층 확인,18세미만,0,8
서울특별시,은평구,역촌동,차상위계층 확인,18~64세,68,139
서울특별시,은평구,역촌동,차상위계층 확인,65세이상,38,37
서울특별시,은평구,신사1동,모자가족,18세미만,0,69
서울특별시,은평구,신사1동,모자가족,18~64세,67,96
서울특별시,은평구,신사1동,부자가족,18세미만,0,18
서울특별시,은평구,신사1동,부자가족,18~64세,22,33
서울특별시,은평구,신사1동,부자가족,65세이상,1,1
서울특별시,은평구,신사1동,차상위장애인,18세미만,0,2
서울특별시,은평구,신사1동,차상위장애인,18~64세,26,25
서울특별시,은평구,신사1동,차상위장애인,65세이상,27,28
서울특별시,은평구,신사1동,차상위자활,18~64세,9,10
서울특별시,은평구,신사1동,차상위본인부담경감대상자,18세미만,0,53
서울특별시,은평구,신사1동,차상위본인부담경감대상자,18~64세,68,49
서울특별시,은평구,신사1동,차상위본인부담경감대상자,65세이상,41,43
서울특별시,은평구,신사1동,청소년한부모부자가족,18세미만,0,1
서울특별시,은평구,신사1동,청소년한부모부자가족,18~64세,1,1
서울특별시,은평구,신사1동,차상위계층 확인,18세미만,0,1
서울특별시,은평구,신사1동,차상위계층 확인,18~64세,25,56
서울특별시,은평구,신사1동,차상위계층 확인,65세이상,18,22
서울특별시,은평구,신사2동,모자가족,18세미만,0,68
서울특별시,은평구,신사2동,모자가족,18~64세,78,110
서울특별시,은평구,신사2동,부자가족,18세미만,1,11
서울특별시,은평구,신사2동,부자가족,18~64세,10,17
서울특별시,은평구,신사2동,차상위장애인,18세미만,0,5
서울특별시,은평구,신사2동,차상위장애인,18~64세,21,18
서울특별시,은평구,신사2동,차상위장애인,65세이상,38,41
서울특별시,은평구,신사2동,차상위자활,18~64세,4,5
서울특별시,은평구,신사2동,차상위자활,65세이상,1,0
서울특별시,은평구,신사2동,차상위본인부담경감대상자,18세미만,0,58
서울특별시,은평구,신사2동,차상위본인부담경감대상자,18~64세,70,49
서울특별시,은평구,신사2동,차상위본인부담경감대상자,65세이상,59,64
서울특별시,은평구,신사2동,청소년한부모모자가족,18세미만,0,1
서울특별시,은평구,신사2동,청소년한부모모자가족,18~64세,1,1
서울특별시,은평구,신사2동,차상위계층 확인,18세미만,0,3
서울특별시,은평구,신사2동,차상위계층 확인,18~64세,26,54
서울특별시,은평구,신사2동,차상위계층 확인,65세이상,15,18
서울특별시,은평구,증산동,모자가족,18세미만,1,26
서울특별시,은평구,증산동,모자가족,18~64세,34,52
서울특별시,은평구,증산동,부자가족,18세미만,0,7
서울특별시,은평구,증산동,부자가족,18~64세,9,12
서울특별시,은평구,증산동,차상위장애인,18세미만,0,1
서울특별시,은평구,증산동,차상위장애인,18~64세,18,17
서울특별시,은평구,증산동,차상위장애인,65세이상,19,22
서울특별시,은평구,증산동,차상위자활,18~64세,2,2
서울특별시,은평구,증산동,차상위본인부담경감대상자,18세미만,0,18
서울특별시,은평구,증산동,차상위본인부담경감대상자,18~64세,43,40
서울특별시,은평구,증산동,차상위본인부담경감대상자,65세이상,29,32
서울특별시,은평구,증산동,차상위계층 확인,18~64세,18,47
서울특별시,은평구,증산동,차상위계층 확인,65세이상,14,17
서울특별시,은평구,수색동,모자가족,18세미만,0,12
서울특별시,은평구,수색동,모자가족,18~64세,14,22
서울특별시,은평구,수색동,부자가족,18세미만,1,6
서울특별시,은평구,수색동,부자가족,18~64세,4,6
서울특별시,은평구,수색동,차상위장애인,18~64세,10,10
서울특별시,은평구,수색동,차상위장애인,65세이상,24,25
서울특별시,은평구,수색동,차상위본인부담경감대상자,18세미만,0,8
서울특별시,은평구,수색동,차상위본인부담경감대상자,18~64세,14,7
서울특별시,은평구,수색동,차상위본인부담경감대상자,65세이상,22,24
서울특별시,은평구,수색동,차상위계층 확인,18~64세,10,25
서울특별시,은평구,수색동,차상위계층 확인,65세이상,7,5
서울특별시,은평구,진관동,모자가족,18세미만,0,73
서울특별시,은평구,진관동,모자가족,18~64세,84,131
서울특별시,은평구,진관동,조손가족,18세미만,0,3
서울특별시,은평구,진관동,조손가족,65세이상,2,2
서울특별시,은평구,진관동,부자가족,18세미만,0,18
서울특별시,은평구,진관동,부자가족,18~64세,19,27
서울특별시,은평구,진관동,차상위장애인,18세미만,0,6
서울특별시,은평구,진관동,차상위장애인,18~64세,30,31
서울특별시,은평구,진관동,차상위장애인,65세이상,82,81
서울특별시,은평구,진관동,차상위본인부담경감대상자,18세미만,1,108
서울특별시,은평구,진관동,차상위본인부담경감대상자,18~64세,107,79
서울특별시,은평구,진관동,차상위본인부담경감대상자,65세이상,82,91
서울특별시,은평구,진관동,청소년한부모모자가족,18세미만,0,1
서울특별시,은평구,진관동,청소년한부모모자가족,18~64세,1,1
서울특별시,은평구,진관동,차상위계층 확인,18세미만,0,2
서울특별시,은평구,진관동,차상위계층 확인,18~64세,23,44
서울특별시,은평구,진관동,차상위계층 확인,65세이상,22,28
서울특별시,서대문구,천연동,모자가족,18세미만,0,25
서울특별시,서대문구,천연동,모자가족,18~64세,30,42
서울특별시,서대문구,천연동,부자가족,18세미만,0,9
서울특별시,서대문구,천연동,부자가족,18~64세,7,9
서울특별시,서대문구,천연동,부자가족,65세이상,1,1
서울특별시,서대문구,천연동,차상위장애인,18~64세,13,15
서울특별시,서대문구,천연동,차상위장애인,65세이상,28,27
서울특별시,서대문구,천연동,차상위본인부담경감대상자,18세미만,0,16
서울특별시,서대문구,천연동,차상위본인부담경감대상자,18~64세,19,11
서울특별시,서대문구,천연동,차상위본인부담경감대상자,65세이상,43,46
서울특별시,서대문구,천연동,청소년한부모모자가족,18세미만,0,2
서울특별시,서대문구,천연동,청소년한부모모자가족,18~64세,2,2
서울특별시,서대문구,천연동,차상위계층 확인,18세미만,0,1
서울특별시,서대문구,천연동,차상위계층 확인,18~64세,10,19
서울특별시,서대문구,천연동,차상위계층 확인,65세이상,15,16
서울특별시,서대문구,북아현동,모자가족,18세미만,0,17
서울특별시,서대문구,북아현동,모자가족,18~64세,21,29
서울특별시,서대문구,북아현동,조손가족,18세미만,0,2
서울특별시,서대문구,북아현동,조손가족,65세이상,1,1
서울특별시,서대문구,북아현동,부자가족,18세미만,0,8
서울특별시,서대문구,북아현동,부자가족,18~64세,7,8
서울특별시,서대문구,북아현동,부자가족,65세이상,1,1
서울특별시,서대문구,북아현동,차상위장애인,18세미만,1,4
서울특별시,서대문구,북아현동,차상위장애인,18~64세,9,7
서울특별시,서대문구,북아현동,차상위장애인,65세이상,18,18
서울특별시,서대문구,북아현동,차상위자활,18~64세,2,2
서울특별시,서대문구,북아현동,차상위본인부담경감대상자,18세미만,1,20
서울특별시,서대문구,북아현동,차상위본인부담경감대상자,18~64세,32,23
서울특별시,서대문구,북아현동,차상위본인부담경감대상자,65세이상,29,32
서울특별시,서대문구,북아현동,청소년한부모모자가족,18세미만,0,1
서울특별시,서대문구,북아현동,청소년한부모모자가족,18~64세,1,1
서울특별시,서대문구,북아현동,차상위계층 확인,18~64세,12,23
서울특별시,서대문구,북아현동,차상위계층 확인,65세이상,9,10
서울특별시,서대문구,충현동,모자가족,18세미만,0,34
서울특별시,서대문구,충현동,모자가족,18~64세,31,47
서울특별시,서대문구,충현동,부자가족,18세미만,0,10
서울특별시,서대문구,충현동,부자가족,18~64세,11,13
서울특별시,서대문구,충현동,차상위장애인,18~64세,14,15
서울특별시,서대문구,충현동,차상위장애인,65세이상,25,24
서울특별시,서대문구,충현동,차상위자활,18~64세,3,3
서울특별시,서대문구,충현동,차상위본인부담경감대상자,18세미만,0,16
서울특별시,서대문구,충현동,차상위본인부담경감대상자,18~64세,33,24
서울특별시,서대문구,충현동,차상위본인부담경감대상자,65세이상,29,31
서울특별시,서대문구,충현동,차상위계층 확인,18세미만,0,6
서울특별시,서대문구,충현동,차상위계층 확인,18~64세,17,36
서울특별시,서대문구,충현동,차상위계층 확인,65세이상,20,24
서울특별시,서대문구,신촌동,모자가족,18세미만,1,19
서울특별시,서대문구,신촌동,모자가족,18~64세,22,33
서울특별시,서대문구,신촌동,조손가족,18세미만,0,1
서울특별시,서대문구,신촌동,조손가족,18~64세,0,1
서울특별시,서대문구,신촌동,조손가족,65세이상,1,2
서울특별시,서대문구,신촌동,부자가족,18세미만,0,3
서울특별시,서대문구,신촌동,부자가족,18~64세,4,8
서울특별시,서대문구,신촌동,차상위장애인,18~64세,7,8
서울특별시,서대문구,신촌동,차상위장애인,65세이상,11,10
서울특별시,서대문구,신촌동,차상위자활,18~64세,1,1
서울특별시,서대문구,신촌동,차상위본인부담경감대상자,18세미만,0,9
서울특별시,서대문구,신촌동,차상위본인부담경감대상자,18~64세,14,8
서울특별시,서대문구,신촌동,차상위본인부담경감대상자,65세이상,14,15
서울특별시,서대문구,신촌동,청소년한부모모자가족,18세미만,1,3
서울특별시,서대문구,신촌동,청소년한부모모자가족,18~64세,1,1
서울특별시,서대문구,신촌동,차상위계층 확인,18세미만,0,1
서울특별시,서대문구,신촌동,차상위계층 확인,18~64세,18,27
서울특별시,서대문구,신촌동,차상위계층 확인,65세이상,13,18
서울특별시,서대문구,연희동,모자가족,18세미만,1,42
서울특별시,서대문구,연희동,모자가족,18~64세,42,65
서울특별시,서대문구,연희동,조손가족,18세미만,0,2
서울특별시,서대문구,연희동,조손가족,65세이상,1,2
서울특별시,서대문구,연희동,부자가족,18세미만,0,6
서울특별시,서대문구,연희동,부자가족,18~64세,4,5
서울특별시,서대문구,연희동,차상위장애인,18세미만,1,2
서울특별시,서대문구,연희동,차상위장애인,18~64세,26,25
서울특별시,서대문구,연희동,차상위장애인,65세이상,32,33
서울특별시,서대문구,연희동,차상위자활,18~64세,9,9
서울특별시,서대문구,연희동,차상위자활,65세이상,1,1
서울특별시,서대문구,연희동,차상위본인부담경감대상자,18세미만,0,17
서울특별시,서대문구,연희동,차상위본인부담경감대상자,18~64세,41,37
서울특별시,서대문구,연희동,차상위본인부담경감대상자,65세이상,41,50
서울특별시,서대문구,연희동,차상위계층 확인,18세미만,0,2
서울특별시,서대문구,연희동,차상위계층 확인,18~64세,27,57
서울특별시,서대문구,연희동,차상위계층 확인,65세이상,17,18
서울특별시,서대문구,홍제1동,모자가족,18세미만,1,74
서울특별시,서대문구,홍제1동,모자가족,18~64세,73,98
서울특별시,서대문구,홍제1동,조손가족,18세미만,0,1
서울특별시,서대문구,홍제1동,조손가족,18~64세,1,1
서울특별시,서대문구,홍제1동,부자가족,18세미만,0,12
서울특별시,서대문구,홍제1동,부자가족,18~64세,14,20
서울특별시,서대문구,홍제1동,차상위장애인,18세미만,0,2
서울특별시,서대문구,홍제1동,차상위장애인,18~64세,15,13
서울특별시,서대문구,홍제1동,차상위장애인,65세이상,26,27
서울특별시,서대문구,홍제1동,차상위자활,18~64세,3,5
서울특별시,서대문구,홍제1동,차상위자활,65세이상,2,1
서울특별시,서대문구,홍제1동,차상위본인부담경감대상자,18세미만,2,25
서울특별시,서대문구,홍제1동,차상위본인부담경감대상자,18~64세,45,33
서울특별시,서대문구,홍제1동,차상위본인부담경감대상자,65세이상,50,59
서울특별시,서대문구,홍제1동,청소년한부모모자가족,18세미만,0,7
서울특별시,서대문구,홍제1동,청소년한부모모자가족,18~64세,6,6
서울특별시,서대문구,홍제1동,차상위계층 확인,18~64세,23,57
서울특별시,서대문구,홍제1동,차상위계층 확인,65세이상,22,21
서울특별시,서대문구,홍제3동,모자가족,18세미만,1,42
서울특별시,서대문구,홍제3동,모자가족,18~64세,41,58
서울특별시,서대문구,홍제3동,조손가족,18세미만,0,1
서울특별시,서대문구,홍제3동,조손가족,65세이상,1,2
서울특별시,서대문구,홍제3동,부자가족,18세미만,0,3
서울특별시,서대문구,홍제3동,부자가족,18~64세,7,15
서울특별시,서대문구,홍제3동,차상위장애인,18세미만,0,1
서울특별시,서대문구,홍제3동,차상위장애인,18~64세,7,6
서울특별시,서대문구,홍제3동,차상위장애인,65세이상,33,34
서울특별시,서대문구,홍제3동,차상위자활,18~64세,2,2
서울특별시,서대문구,홍제3동,차상위본인부담경감대상자,18세미만,0,24
서울특별시,서대문구,홍제3동,차상위본인부담경감대상자,18~64세,31,23
서울특별시,서대문구,홍제3동,차상위본인부담경감대상자,65세이상,67,69
서울특별시,서대문구,홍제3동,차상위계층 확인,18세미만,0,9
서울특별시,서대문구,홍제3동,차상위계층 확인,18~64세,24,50
서울특별시,서대문구,홍제3동,차상위계층 확인,65세이상,23,26
서울특별시,서대문구,홍제2동,모자가족,18세미만,0,24
서울특별시,서대문구,홍제2동,모자가족,18~64세,23,31
서울특별시,서대문구,홍제2동,부자가족,18세미만,0,3
서울특별시,서대문구,홍제2동,부자가족,18~64세,5,9
서울특별시,서대문구,홍제2동,차상위장애인,18~64세,7,8
서울특별시,서대문구,홍제2동,차상위장애인,65세이상,31,31
서울특별시,서대문구,홍제2동,차상위자활,18~64세,2,2
서울특별시,서대문구,홍제2동,차상위자활,65세이상,2,2
서울특별시,서대문구,홍제2동,차상위본인부담경감대상자,18세미만,0,17
서울특별시,서대문구,홍제2동,차상위본인부담경감대상자,18~64세,29,22
서울특별시,서대문구,홍제2동,차상위본인부담경감대상자,65세이상,31,39
서울특별시,서대문구,홍제2동,차상위계층 확인,18세미만,0,1
서울특별시,서대문구,홍제2동,차상위계층 확인,18~64세,10,30
서울특별시,서대문구,홍제2동,차상위계층 확인,65세이상,26,28
서울특별시,서대문구,홍은1동,모자가족,18세미만,0,30
서울특별시,서대문구,홍은1동,모자가족,18~64세,34,47
서울특별시,서대문구,홍은1동,조손가족,18세미만,0,3
서울특별시,서대문구,홍은1동,조손가족,65세이상,2,2
서울특별시,서대문구,홍은1동,부자가족,18세미만,0,16
서울특별시,서대문구,홍은1동,부자가족,18~64세,12,15
서울특별시,서대문구,홍은1동,차상위장애인,18~64세,11,11
서울특별시,서대문구,홍은1동,차상위장애인,65세이상,47,49
서울특별시,서대문구,홍은1동,차상위자활,18~64세,7,7
서울특별시,서대문구,홍은1동,차상위자활,65세이상,1,1
서울특별시,서대문구,홍은1동,차상위본인부담경감대상자,18세미만,0,38
서울특별시,서대문구,홍은1동,차상위본인부담경감대상자,18~64세,44,28
서울특별시,서대문구,홍은1동,차상위본인부담경감대상자,65세이상,49,52
서울특별시,서대문구,홍은1동,차상위계층 확인,18세미만,0,3
서울특별시,서대문구,홍은1동,차상위계층 확인,18~64세,27,54
서울특별시,서대문구,홍은1동,차상위계층 확인,65세이상,26,33
서울특별시,서대문구,홍은2동,모자가족,18세미만,0,67
서울특별시,서대문구,홍은2동,모자가족,18~64세,79,125
서울특별시,서대문구,홍은2동,조손가족,18세미만,0,2
서울특별시,서대문구,홍은2동,조손가족,65세이상,1,1
서울특별시,서대문구,홍은2동,부자가족,18세미만,0,15
서울특별시,서대문구,홍은2동,부자가족,18~64세,23,38
서울특별시,서대문구,홍은2동,부자가족,65세이상,1,1
서울특별시,서대문구,홍은2동,차상위장애인,18세미만,1,4
서울특별시,서대문구,홍은2동,차상위장애인,18~64세,26,24
서울특별시,서대문구,홍은2동,차상위장애인,65세이상,35,38
서울특별시,서대문구,홍은2동,차상위자활,18~64세,2,4
서울특별시,서대문구,홍은2동,차상위자활,65세이상,3,1
서울특별시,서대문구,홍은2동,차상위본인부담경감대상자,18세미만,1,68
서울특별시,서대문구,홍은2동,차상위본인부담경감대상자,18~64세,82,59
서울특별시,서대문구,홍은2동,차상위본인부담경감대상자,65세이상,70,83
서울특별시,서대문구,홍은2동,청소년한부모모자가족,18세미만,0,1
서울특별시,서대문구,홍은2동,청소년한부모모자가족,18~64세,1,1
서울특별시,서대문구,홍은2동,차상위계층 확인,18세미만,0,4
서울특별시,서대문구,홍은2동,차상위계층 확인,18~64세,43,82
서울특별시,서대문구,홍은2동,차상위계층 확인,65세이상,30,37
서울특별시,서대문구,남가좌1동,모자가족,18세미만,0,13
